Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Age,NumOfDayEnrolled,Married,Together,Single,Divorced,Widow,Other,Basic,Graduation,Master,PhD
61823.0,0.0,1.0,523.0,7.0,134.0,37.0,14.0,169.0,66.0,1300.0,0,0,0,0,1,0,0,0,0,1
67680.0,0.0,1.0,546.0,0.0,48.0,0.0,6.0,6.0,69.0,1122.0,0,1,0,0,0,0,0,1,0,0
70666.0,0.0,0.0,398.0,40.0,367.0,119.0,122.0,30.0,46.0,1321.0,1,0,0,0,0,0,0,1,0,0
25721.0,1.0,0.0,1.0,3.0,6.0,3.0,6.0,15.0,50.0,966.0,0,1,0,0,0,0,0,1,0,0
32474.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,38.0,1019.0,0,0,1,0,0,0,0,0,1,0
88194.0,0.0,1.0,688.0,14.0,309.0,201.0,24.0,38.0,59.0,1192.0,0,1,0,0,0,0,0,1,0,0
69096.0,0.0,1.0,247.0,49.0,159.0,7.0,82.0,109.0,47.0,1364.0,0,1,0,0,0,0,0,1,0,0
74854.0,1.0,2.0,856.0,59.0,487.0,58.0,29.0,73.0,63.0,1573.0,1,0,0,0,0,0,0,0,1,0
66991.0,0.0,0.0,496.0,36.0,460.0,189.0,60.0,12.0,58.0,1386.0,1,0,0,0,0,0,0,1,0,0
65031.0,0.0,1.0,258.0,107.0,291.0,84.0,37.0,86.0,42.0,1367.0,1,0,0,0,0,0,0,0,0,1
60631.0,1.0,1.0,565.0,6.0,65.0,0.0,6.0,19.0,65.0,977.0,1,0,0,0,0,0,0,1,0,0
28332.0,0.0,0.0,14.0,10.0,13.0,4.0,15.0,9.0,40.0,1474.0,0,0,0,1,0,0,0,1,0,0
40246.0,1.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,45.0,1588.0,1,0,0,0,0,0,0,0,1,0
75251.0,0.0,0.0,721.0,111.0,925.0,97.0,18.0,18.0,41.0,1542.0,0,0,1,0,0,0,0,1,0,0
75825.0,0.0,0.0,1032.0,105.0,779.0,137.0,105.0,51.0,41.0,1215.0,0,1,0,0,0,0,0,0,1,0
26326.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,9.0,52.0,1460.0,0,1,0,0,0,0,0,1,0,0
56046.0,0.0,0.0,577.0,0.0,64.0,0.0,0.0,51.0,32.0,1586.0,0,0,1,0,0,0,0,1,0,0
29760.0,1.0,0.0,64.0,4.0,68.0,7.0,5.0,17.0,48.0,1288.0,1,0,0,0,0,0,0,1,0,0
26304.0,1.0,0.0,4.0,1.0,5.0,2.0,0.0,4.0,44.0,1278.0,1,0,0,0,0,0,0,0,1,0
23559.0,1.0,0.0,25.0,5.0,19.0,7.0,0.0,23.0,54.0,1331.0,0,1,0,0,0,0,0,0,1,0
38620.0,0.0,0.0,112.0,17.0,44.0,34.0,22.0,89.0,30.0,1041.0,0,0,0,1,0,0,0,1,0,0
81361.0,0.0,0.0,163.0,23.0,424.0,27.0,65.0,76.0,57.0,1239.0,1,0,0,0,0,0,0,1,0,0
29440.0,1.0,1.0,17.0,8.0,14.0,10.0,4.0,3.0,47.0,1265.0,1,0,0,0,0,0,0,0,1,0
36138.0,1.0,1.0,130.0,0.0,16.0,0.0,0.0,5.0,60.0,949.0,0,0,1,0,0,0,0,1,0,0
50388.0,0.0,1.0,292.0,6.0,37.0,0.0,3.0,34.0,44.0,965.0,1,0,0,0,0,0,0,1,0,0
79593.0,0.0,0.0,350.0,60.0,568.0,110.0,133.0,145.0,50.0,1076.0,0,1,0,0,0,0,0,1,0,0
54178.0,0.0,1.0,135.0,9.0,39.0,4.0,0.0,7.0,45.0,1015.0,0,0,1,0,0,0,0,0,1,0
42394.0,1.0,0.0,15.0,2.0,10.0,0.0,1.0,4.0,47.0,953.0,1,0,0,0,0,0,0,0,0,1
23626.0,1.0,0.0,27.0,2.0,14.0,0.0,0.0,0.0,34.0,955.0,1,0,0,0,0,0,0,1,0,0
30096.0,1.0,0.0,5.0,3.0,11.0,12.0,5.0,9.0,57.0,1501.0,0,0,0,0,1,0,0,1,0,0
47916.0,0.0,1.0,505.0,0.0,26.0,0.0,0.0,75.0,45.0,1361.0,0,0,0,1,0,0,0,1,0,0
51813.0,1.0,1.0,51.0,2.0,7.0,0.0,1.0,2.0,66.0,1127.0,1,0,0,0,0,0,0,0,1,0
78497.0,0.0,0.0,207.0,26.0,447.0,75.0,0.0,223.0,34.0,1291.0,1,0,0,0,0,0,0,0,0,1
50150.0,0.0,0.0,135.0,46.0,92.0,65.0,61.0,11.0,57.0,1258.0,0,0,1,0,0,0,0,0,1,0
47823.0,0.0,1.0,53.0,1.0,5.0,2.0,1.0,10.0,58.0,1008.0,0,0,1,0,0,0,0,0,0,1
34554.0,0.0,1.0,41.0,1.0,6.0,2.0,0.0,5.0,38.0,1352.0,0,1,0,0,0,0,0,1,0,0
85693.0,0.0,1.0,386.0,172.0,183.0,185.0,132.0,111.0,72.0,1325.0,1,0,0,0,0,0,0,0,0,1
65846.0,0.0,0.0,562.0,81.0,276.0,80.0,40.0,81.0,58.0,969.0,1,0,0,0,0,0,0,1,0,0
87195.0,0.0,0.0,217.0,76.0,690.0,50.0,26.0,38.0,38.0,1118.0,0,1,0,0,0,0,1,0,0,0
24594.0,1.0,0.0,1.0,3.0,6.0,10.0,0.0,9.0,53.0,1195.0,1,0,0,0,0,0,0,1,0,0
49096.0,1.0,1.0,144.0,1.0,32.0,2.0,1.0,7.0,48.0,1429.0,1,0,0,0,0,0,0,1,0,0
52413.0,0.0,2.0,295.0,106.0,271.0,75.0,98.0,65.0,39.0,1474.0,0,0,1,0,0,0,0,1,0,0
38557.0,1.0,0.0,76.0,3.0,31.0,4.0,4.0,27.0,57.0,1486.0,1,0,0,0,0,0,0,0,1,0
89058.0,0.0,0.0,454.0,194.0,106.0,31.0,22.0,43.0,38.0,1156.0,0,1,0,0,0,0,0,1,0,0
77298.0,0.0,1.0,425.0,115.0,292.0,23.0,35.0,79.0,26.0,1513.0,0,0,1,0,0,0,0,0,0,1
68126.0,0.0,0.0,1332.0,17.0,311.0,23.0,51.0,86.0,54.0,921.0,0,1,0,0,0,0,0,0,1,0
57288.0,0.0,1.0,527.0,0.0,21.0,0.0,0.0,60.0,26.0,1460.0,0,0,1,0,0,0,0,1,0,0
86037.0,0.0,0.0,490.0,44.0,125.0,29.0,20.0,22.0,37.0,1481.0,1,0,0,0,0,0,0,0,0,1
43974.0,1.0,0.0,378.0,0.0,101.0,0.0,0.0,72.0,55.0,1209.0,0,0,1,0,0,0,0,1,0,0
50785.0,1.0,1.0,64.0,1.0,21.0,0.0,1.0,27.0,47.0,1073.0,1,0,0,0,0,0,0,1,0,0
90765.0,0.0,0.0,547.0,99.0,812.0,151.0,82.0,33.0,39.0,1412.0,1,0,0,0,0,0,0,0,1,0
36550.0,1.0,0.0,47.0,90.0,94.0,123.0,103.0,120.0,50.0,1270.0,0,1,0,0,0,0,0,0,1,0
30753.0,1.0,1.0,12.0,5.0,25.0,0.0,9.0,30.0,48.0,1144.0,0,1,0,0,0,0,0,1,0,0
21918.0,1.0,0.0,1.0,6.0,7.0,11.0,5.0,3.0,64.0,1291.0,0,1,0,0,0,0,0,0,1,0
56129.0,0.0,1.0,320.0,48.0,133.0,39.0,72.0,48.0,50.0,1042.0,0,0,1,0,0,0,0,0,1,0
32557.0,1.0,0.0,34.0,3.0,29.0,0.0,4.0,10.0,32.0,1215.0,1,0,0,0,0,0,0,0,1,0
19510.0,2.0,0.0,9.0,0.0,7.0,3.0,4.0,7.0,41.0,1350.0,0,0,0,1,0,0,0,1,0,0
30992.0,1.0,0.0,17.0,0.0,14.0,7.0,3.0,2.0,34.0,1391.0,0,0,1,0,0,0,0,1,0,0
101970.0,0.0,0.0,722.0,27.0,102.0,44.0,72.0,168.0,52.0,1413.0,0,1,0,0,0,0,0,0,1,0
71488.0,0.0,0.0,162.0,33.0,124.0,40.0,28.0,172.0,33.0,1351.0,0,0,1,0,0,0,0,1,0,0
79607.0,0.0,0.0,450.0,133.0,951.0,173.0,0.0,216.0,64.0,938.0,1,0,0,0,0,0,0,0,1,0
54348.0,1.0,1.0,70.0,0.0,16.0,0.0,0.0,4.0,61.0,967.0,0,1,0,0,0,0,0,0,0,1
77376.0,1.0,1.0,492.0,19.0,110.0,16.0,12.0,12.0,65.0,1189.0,1,0,0,0,0,0,0,1,0,0
62998.0,0.0,1.0,120.0,58.0,73.0,65.0,89.0,58.0,59.0,1393.0,0,0,0,0,0,1,0,0,1,0
61331.0,1.0,1.0,534.0,5.0,47.0,0.0,5.0,41.0,48.0,1056.0,1,0,0,0,0,0,0,1,0,0
73448.0,0.0,0.0,236.0,106.0,189.0,23.0,41.0,130.0,53.0,1236.0,1,0,0,0,0,0,0,0,0,1
41551.0,1.0,1.0,220.0,0.0,33.0,3.0,0.0,23.0,50.0,1386.0,0,1,0,0,0,0,0,0,0,1
62981.0,0.0,0.0,796.0,14.0,590.0,38.0,44.0,0.0,41.0,1607.0,0,0,0,1,0,0,1,0,0,0
9548.0,1.0,0.0,0.0,1.0,3.0,10.0,6.0,9.0,58.0,1274.0,1,0,0,0,0,0,0,0,0,1
33762.0,2.0,1.0,53.0,1.0,34.0,2.0,0.0,16.0,44.0,958.0,0,0,0,0,0,1,0,0,0,1
35860.0,1.0,1.0,15.0,0.0,8.0,4.0,2.0,20.0,52.0,1253.0,0,0,0,1,0,0,0,0,0,1
36921.0,1.0,1.0,17.0,1.0,12.0,3.0,1.0,4.0,25.0,1535.0,0,0,1,0,0,0,0,0,1,0
92859.0,0.0,0.0,962.0,61.0,921.0,52.0,61.0,20.0,41.0,1144.0,0,1,0,0,0,0,0,0,1,0
65104.0,0.0,1.0,738.0,0.0,232.0,13.0,20.0,50.0,55.0,1353.0,1,0,0,0,0,0,0,1,0,0
86111.0,0.0,0.0,399.0,28.0,756.0,36.0,40.0,126.0,43.0,1222.0,0,0,1,0,0,0,0,0,0,1
68352.0,0.0,1.0,614.0,16.0,132.0,43.0,33.0,33.0,29.0,1384.0,0,1,0,0,0,0,0,1,0,0
41883.0,1.0,0.0,32.0,34.0,41.0,73.0,16.0,116.0,41.0,1536.0,1,0,0,0,0,0,0,1,0,0
59809.0,0.0,2.0,598.0,16.0,141.0,32.0,41.0,49.0,42.0,1526.0,1,0,0,0,0,0,0,1,0,0
23957.0,1.0,0.0,2.0,1.0,18.0,20.0,11.0,16.0,36.0,1222.0,0,1,0,0,0,0,0,1,0,0
38547.0,1.0,0.0,6.0,1.0,10.0,0.0,1.0,4.0,44.0,1593.0,1,0,0,0,0,0,0,0,1,0
35688.0,2.0,1.0,73.0,3.0,90.0,12.0,1.0,32.0,51.0,925.0,1,0,0,0,0,0,0,0,1,0
49605.0,0.0,0.0,42.0,16.0,29.0,12.0,20.0,8.0,64.0,983.0,1,0,0,0,0,0,0,0,1,0
59354.0,0.0,2.0,295.0,21.0,78.0,39.0,13.0,13.0,48.0,1031.0,1,0,0,0,0,0,0,1,0,0
65747.0,0.0,1.0,346.0,17.0,48.0,23.0,13.0,13.0,45.0,1479.0,0,1,0,0,0,0,0,0,1,0
46344.0,0.0,1.0,233.0,20.0,57.0,8.0,20.0,91.0,29.0,965.0,0,0,0,0,0,1,0,1,0,0
34176.0,1.0,0.0,5.0,7.0,24.0,19.0,14.0,20.0,65.0,1545.0,0,1,0,0,0,0,0,0,0,1
61010.0,0.0,1.0,888.0,0.0,57.0,0.0,0.0,76.0,68.0,1412.0,0,1,0,0,0,0,0,1,0,0
69372.0,0.0,0.0,997.0,26.0,269.0,34.0,13.0,42.0,59.0,1273.0,0,0,1,0,0,0,0,1,0,0
49967.0,0.0,1.0,212.0,6.0,69.0,4.0,12.0,3.0,39.0,1207.0,0,0,1,0,0,0,0,1,0,0
60199.0,1.0,2.0,8.0,1.0,7.0,2.0,0.0,0.0,40.0,1172.0,0,1,0,0,0,0,0,1,0,0
55375.0,0.0,1.0,42.0,11.0,57.0,10.0,28.0,14.0,62.0,1230.0,0,0,1,0,0,0,0,1,0,0
80317.0,0.0,0.0,536.0,11.0,387.0,149.0,91.0,57.0,59.0,1280.0,0,0,1,0,0,0,0,0,1,0
30523.0,2.0,1.0,5.0,0.0,3.0,0.0,0.0,5.0,72.0,1518.0,1,0,0,0,0,0,0,0,0,1
70356.0,0.0,0.0,1349.0,16.0,249.0,43.0,16.0,33.0,33.0,1092.0,1,0,0,0,0,0,0,1,0,0
23228.0,1.0,0.0,53.0,3.0,49.0,7.0,4.0,5.0,42.0,1341.0,0,0,0,1,0,0,0,0,0,1
74165.0,0.0,0.0,1001.0,12.0,240.0,16.0,12.0,12.0,51.0,1145.0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,64.0,1140.0,0,0,0,1,0,0,0,1,0,0
43482.0,2.0,1.0,18.0,1.0,32.0,6.0,3.0,28.0,58.0,1222.0,0,0,0,1,0,0,0,1,0,0
62551.0,0.0,0.0,125.0,16.0,98.0,134.0,21.0,27.0,29.0,1156.0,0,0,1,0,0,0,0,1,0,0
52332.0,0.0,0.0,212.0,5.0,33.0,7.0,0.0,2.0,60.0,1041.0,0,1,0,0,0,0,0,1,0,0
66951.0,0.0,0.0,277.0,162.0,305.0,173.0,76.0,124.0,52.0,986.0,0,1,0,0,0,0,0,1,0,0
26091.0,1.0,1.0,15.0,10.0,19.0,8.0,17.0,20.0,35.0,1268.0,1,0,0,0,0,0,0,1,0,0
33456.0,1.0,1.0,7.0,3.0,10.0,8.0,1.0,7.0,47.0,986.0,1,0,0,0,0,0,0,1,0,0
28718.0,1.0,0.0,12.0,4.0,6.0,11.0,8.0,16.0,58.0,1067.0,0,1,0,0,0,0,0,0,0,1
50447.0,2.0,0.0,85.0,7.0,24.0,2.0,3.0,27.0,50.0,1003.0,0,0,1,0,0,0,0,1,0,0
53537.0,1.0,1.0,81.0,0.0,6.0,0.0,0.0,6.0,42.0,1572.0,1,0,0,0,0,0,0,0,0,1
52074.0,0.0,1.0,59.0,0.0,12.0,0.0,0.0,48.0,69.0,1477.0,1,0,0,0,0,0,0,0,0,1
80427.0,0.0,1.0,1149.0,71.0,449.0,69.0,71.0,26.0,47.0,954.0,1,0,0,0,0,0,0,0,0,1
83837.0,0.0,0.0,847.0,66.0,119.0,86.0,89.0,111.0,58.0,922.0,0,1,0,0,0,0,0,1,0,0
38853.0,1.0,1.0,29.0,0.0,14.0,0.0,0.0,2.0,66.0,1127.0,1,0,0,0,0,0,0,0,1,0
38285.0,2.0,1.0,2.0,0.0,5.0,2.0,0.0,1.0,41.0,966.0,1,0,0,0,0,0,0,0,0,1
78497.0,0.0,0.0,207.0,26.0,447.0,75.0,0.0,223.0,29.0,967.0,1,0,0,0,0,0,0,0,1,0
51650.0,0.0,1.0,152.0,3.0,22.0,2.0,5.0,7.0,71.0,1191.0,1,0,0,0,0,0,0,0,1,0
16248.0,1.0,0.0,12.0,11.0,10.0,3.0,12.0,9.0,33.0,1075.0,1,0,0,0,0,0,0,0,1,0
66835.0,0.0,0.0,620.0,26.0,195.0,34.0,17.0,141.0,56.0,931.0,1,0,0,0,0,0,1,0,0,0
30477.0,1.0,0.0,47.0,1.0,6.0,0.0,0.0,12.0,34.0,1488.0,1,0,0,0,0,0,0,1,0,0
28249.0,0.0,0.0,1.0,9.0,7.0,2.0,14.0,10.0,47.0,1030.0,0,0,1,0,0,0,0,0,0,1
25271.0,1.0,0.0,10.0,1.0,18.0,10.0,4.0,7.0,51.0,1248.0,1,0,0,0,0,0,0,1,0,0
32303.0,0.0,1.0,35.0,0.0,2.0,0.0,0.0,2.0,41.0,1384.0,1,0,0,0,0,0,0,1,0,0
61286.0,0.0,1.0,356.0,0.0,107.0,19.0,9.0,117.0,53.0,1408.0,1,0,0,0,0,0,0,0,0,1
74068.0,0.0,0.0,783.0,30.0,537.0,140.0,76.0,15.0,39.0,1575.0,0,1,0,0,0,0,1,0,0,0
45759.0,1.0,1.0,42.0,1.0,18.0,3.0,0.0,4.0,28.0,1325.0,0,1,0,0,0,0,0,0,0,1
24882.0,1.0,0.0,1.0,4.0,10.0,29.0,0.0,36.0,117.0,1193.0,0,0,0,1,0,0,0,0,1,0
66973.0,0.0,0.0,466.0,22.0,432.0,147.0,113.0,102.0,29.0,1312.0,1,0,0,0,0,0,0,1,0,0
36640.0,1.0,0.0,15.0,6.0,8.0,7.0,4.0,25.0,44.0,1413.0,1,0,0,0,0,0,0,1,0,0
38872.0,1.0,0.0,23.0,3.0,21.0,3.0,19.0,22.0,40.0,1099.0,1,0,0,0,0,0,0,1,0,0
51148.0,1.0,1.0,235.0,6.0,45.0,8.0,9.0,12.0,37.0,964.0,1,0,0,0,0,0,0,0,1,0
31353.0,1.0,1.0,10.0,0.0,10.0,3.0,1.0,7.0,63.0,1200.0,1,0,0,0,0,0,0,1,0,0
69661.0,0.0,0.0,656.0,16.0,106.0,32.0,16.0,8.0,63.0,1445.0,1,0,0,0,0,0,0,1,0,0
80067.0,0.0,0.0,519.0,17.0,813.0,27.0,173.0,51.0,44.0,1007.0,0,0,1,0,0,0,0,0,0,1
86718.0,0.0,0.0,344.0,189.0,482.0,50.0,33.0,172.0,65.0,917.0,0,0,0,1,0,0,0,1,0,0
46854.0,1.0,1.0,96.0,1.0,79.0,7.0,1.0,79.0,49.0,1119.0,0,0,1,0,0,0,0,1,0,0
69142.0,0.0,1.0,448.0,4.0,34.0,6.0,4.0,39.0,39.0,1175.0,0,0,0,1,0,0,0,1,0,0
75922.0,0.0,0.0,265.0,138.0,553.0,224.0,23.0,92.0,40.0,1521.0,0,1,0,0,0,0,0,0,0,1
63693.0,0.0,1.0,587.0,43.0,337.0,42.0,87.0,54.0,52.0,1264.0,0,0,1,0,0,0,0,0,0,1
102160.0,0.0,0.0,763.0,29.0,138.0,76.0,176.0,58.0,33.0,1513.0,0,0,1,0,0,0,0,0,1,0
40637.0,1.0,1.0,22.0,0.0,13.0,0.0,0.0,3.0,29.0,1120.0,0,1,0,0,0,0,0,1,0,0
18890.0,0.0,0.0,6.0,4.0,1.0,7.0,2.0,15.0,54.0,1329.0,0,0,0,1,0,0,0,0,1,0
29604.0,1.0,0.0,7.0,6.0,13.0,7.0,6.0,14.0,51.0,938.0,1,0,0,0,0,0,0,1,0,0
48721.0,1.0,1.0,81.0,18.0,113.0,47.0,13.0,21.0,63.0,1574.0,0,0,0,1,0,0,0,1,0,0
44794.0,0.0,1.0,54.0,0.0,7.0,0.0,0.0,4.0,61.0,1372.0,0,1,0,0,0,0,0,1,0,0
64497.0,0.0,1.0,1170.0,48.0,320.0,42.0,32.0,192.0,63.0,1020.0,0,1,0,0,0,0,0,1,0,0
46097.0,0.0,1.0,72.0,24.0,68.0,65.0,4.0,8.0,49.0,1549.0,1,0,0,0,0,0,0,0,0,1
77972.0,0.0,0.0,613.0,22.0,319.0,33.0,102.0,12.0,43.0,1441.0,0,1,0,0,0,0,0,0,1,0
44377.0,1.0,1.0,224.0,0.0,30.0,0.0,0.0,10.0,32.0,1338.0,1,0,0,0,0,0,0,1,0,0
46014.0,1.0,1.0,410.0,0.0,59.0,19.0,9.0,44.0,40.0,1006.0,1,0,0,0,0,0,0,1,0,0
70951.0,0.0,0.0,239.0,10.0,554.0,254.0,87.0,54.0,39.0,965.0,0,0,1,0,0,0,0,0,1,0
41443.0,1.0,0.0,171.0,7.0,171.0,25.0,19.0,89.0,69.0,1143.0,1,0,0,0,0,0,0,0,1,0
52195.0,2.0,1.0,12.0,0.0,4.0,0.0,0.0,1.0,63.0,1219.0,0,0,0,0,1,0,0,0,1,0
83790.0,0.0,0.0,1076.0,16.0,417.0,42.0,48.0,16.0,37.0,1509.0,0,1,0,0,0,0,0,1,0,0
44551.0,0.0,1.0,182.0,4.0,33.0,0.0,0.0,66.0,29.0,996.0,0,1,0,0,0,0,0,0,1,0
69508.0,1.0,0.0,824.0,32.0,162.0,42.0,32.0,43.0,48.0,1144.0,1,0,0,0,0,0,0,1,0,0
